,created_at,hour_created_at,is_charter,airline_code,api_fare,baggage,class,available_seat,flight_date_time
23071,2023-11-15,18,1,16,59024000.0,20.0,27,9.0,2023-12-24 04:15:00
45260,2023-11-16,3,0,16,63420000.0,0.0,23,7.0,2023-12-24 04:15:00
45282,2023-11-16,3,0,16,71676000.0,20.0,23,7.0,2023-12-24 04:15:00
46540,2023-11-16,3,1,16,59024000.0,20.0,27,9.0,2023-12-24 04:15:00
21605,2023-11-15,18,0,10,63000000.0,30.0,27,5.0,2023-12-24 05:30:00
23197,2023-11-15,18,1,10,57720000.0,30.0,16,7.0,2023-12-24 05:30:00
23200,2023-11-15,18,1,10,60000000.0,30.0,16,7.0,2023-12-24 05:30:00
23203,2023-11-15,18,1,10,63000000.0,30.0,27,5.0,2023-12-24 05:30:00
45524,2023-11-16,3,0,10,63000000.0,30.0,27,5.0,2023-12-24 05:30:00
46660,2023-11-16,3,1,10,57720000.0,30.0,16,7.0,2023-12-24 05:30:00
46663,2023-11-16,3,1,10,60000000.0,30.0,16,7.0,2023-12-24 05:30:00
46665,2023-11-16,3,1,10,63000000.0,30.0,27,5.0,2023-12-24 05:30:00
20417,2023-11-15,18,0,21,86366000.0,30.0,19,9.0,2023-12-24 06:40:00
20432,2023-11-15,18,0,21,175766000.0,40.0,2,9.0,2023-12-24 06:40:00
22696,2023-11-15,18,1,21,61873500.0,30.0,27,1.0,2023-12-24 06:40:00
44740,2023-11-16,3,0,21,86366000.0,30.0,19,9.0,2023-12-24 06:40:00
44756,2023-11-16,3,0,21,175766000.0,40.0,2,9.0,2023-12-24 06:40:00
46172,2023-11-16,3,1,21,61873500.0,30.0,27,1.0,2023-12-24 06:40:00
20459,2023-11-15,18,0,21,86366000.0,30.0,19,9.0,2023-12-24 17:45:00
20487,2023-11-15,18,0,21,175766000.0,40.0,2,9.0,2023-12-24 17:45:00
22735,2023-11-15,18,1,21,61873500.0,30.0,27,4.0,2023-12-24 17:45:00
44781,2023-11-16,3,0,21,86366000.0,30.0,19,9.0,2023-12-24 17:45:00
44807,2023-11-16,3,0,21,175766000.0,40.0,2,9.0,2023-12-24 17:45:00
46204,2023-11-16,3,1,21,61873500.0,30.0,27,4.0,2023-12-24 17:45:00
20555,2023-11-15,18,0,21,86366000.0,30.0,19,9.0,2023-12-24 19:15:00
20557,2023-11-15,18,0,21,175766000.0,40.0,2,9.0,2023-12-24 19:15:00
22785,2023-11-15,18,1,21,60921600.0,30.0,27,2.0,2023-12-24 19:15:00
44863,2023-11-16,3,0,21,86366000.0,30.0,19,9.0,2023-12-24 19:15:00
44866,2023-11-16,3,0,21,175766000.0,40.0,2,9.0,2023-12-24 19:15:00
46253,2023-11-16,3,1,21,60921600.0,30.0,27,2.0,2023-12-24 19:15:00
45374,2023-11-16,3,0,13,252801170.0,2.0,15,9.0,2023-12-25 01:50:00
45376,2023-11-16,3,0,13,254438050.0,2.0,15,9.0,2023-12-25 01:50:00
45388,2023-11-16,3,0,13,340900390.0,2.0,15,9.0,2023-12-25 01:50:00
45432,2023-11-16,3,0,13,111610205.0,23.0,13,4.0,2023-12-25 01:50:00
45438,2023-11-16,3,0,13,199129265.0,30.0,12,4.0,2023-12-25 01:50:00
21230,2023-11-15,18,0,16,72708000.0,0.0,22,9.0,2023-12-25 04:15:00
21246,2023-11-15,18,0,16,80964000.0,20.0,22,9.0,2023-12-25 04:15:00
23079,2023-11-15,18,1,16,66640000.0,20.0,27,9.0,2023-12-25 04:15:00
45290,2023-11-16,3,0,16,73224000.0,0.0,22,9.0,2023-12-25 04:15:00
45302,2023-11-16,3,0,16,76117660.0,0.0,22,9.0,2023-12-25 04:15:00
45304,2023-11-16,3,0,16,81480000.0,20.0,22,9.0,2023-12-25 04:15:00
45308,2023-11-16,3,0,16,84439330.0,20.0,22,9.0,2023-12-25 04:15:00
46546,2023-11-16,3,1,16,66640000.0,20.0,27,9.0,2023-12-25 04:15:00
45645,2023-11-16,3,0,1,95561900.0,0.0,23,9.0,2023-12-25 04:45:00
45662,2023-11-16,3,0,1,103676000.0,20.0,23,9.0,2023-12-25 04:45:00
45678,2023-11-16,3,0,1,114478705.0,0.0,23,9.0,2023-12-25 04:45:00
45683,2023-11-16,3,0,1,114732710.0,0.0,23,9.0,2023-12-25 04:45:00
45701,2023-11-16,3,0,1,122592805.0,20.0,23,9.0,2023-12-25 04:45:00
45706,2023-11-16,3,0,1,122846810.0,20.0,23,9.0,2023-12-25 04:45:00
45721,2023-11-16,3,0,1,197686340.0,0.0,24,9.0,2023-12-25 04:45:00
45729,2023-11-16,3,0,1,200247480.0,0.0,23,9.0,2023-12-25 04:45:00
45734,2023-11-16,3,0,1,200393815.0,0.0,23,9.0,2023-12-25 04:45:00
45754,2023-11-16,3,0,1,205800440.0,20.0,24,9.0,2023-12-25 04:45:00
45758,2023-11-16,3,0,1,208361580.0,20.0,23,9.0,2023-12-25 04:45:00
45763,2023-11-16,3,0,1,208507915.0,20.0,23,9.0,2023-12-25 04:45:00
45783,2023-11-16,3,0,1,216603145.0,0.0,23,9.0,2023-12-25 04:45:00
45788,2023-11-16,3,0,1,216857150.0,0.0,23,9.0,2023-12-25 04:45:00
45808,2023-11-16,3,0,1,224717245.0,20.0,23,9.0,2023-12-25 04:45:00
45813,2023-11-16,3,0,1,224971250.0,20.0,23,9.0,2023-12-25 04:45:00
45825,2023-11-16,3,0,1,232666140.0,0.0,23,9.0,2023-12-25 04:45:00
45830,2023-11-16,3,0,1,232812475.0,0.0,23,9.0,2023-12-25 04:45:00
45831,2023-11-16,3,0,1,233066480.0,0.0,23,9.0,2023-12-25 04:45:00
45849,2023-11-16,3,0,1,240926575.0,20.0,23,9.0,2023-12-25 04:45:00
20420,2023-11-15,18,0,21,99366000.0,30.0,8,9.0,2023-12-25 06:40:00
20433,2023-11-15,18,0,21,175766000.0,40.0,2,9.0,2023-12-25 06:40:00
22706,2023-11-15,18,1,21,62825400.0,30.0,27,6.0,2023-12-25 06:40:00
44742,2023-11-16,3,0,21,99366000.0,30.0,8,9.0,2023-12-25 06:40:00
44757,2023-11-16,3,0,21,175766000.0,40.0,2,9.0,2023-12-25 06:40:00
46181,2023-11-16,3,1,21,62825400.0,30.0,27,6.0,2023-12-25 06:40:00
20519,2023-11-15,18,0,21,99366000.0,30.0,8,9.0,2023-12-25 08:50:00
20544,2023-11-15,18,0,21,175766000.0,40.0,2,9.0,2023-12-25 08:50:00
22772,2023-11-15,18,1,21,64729200.0,30.0,27,6.0,2023-12-25 08:50:00
44833,2023-11-16,3,0,21,99366000.0,30.0,8,9.0,2023-12-25 08:50:00
44854,2023-11-16,3,0,21,175766000.0,40.0,2,9.0,2023-12-25 08:50:00
46241,2023-11-16,3,1,21,64729200.0,30.0,27,6.0,2023-12-25 08:50:00
20460,2023-11-15,18,0,21,86366000.0,30.0,19,9.0,2023-12-25 17:45:00
20488,2023-11-15,18,0,21,175766000.0,40.0,2,9.0,2023-12-25 17:45:00
22740,2023-11-15,18,1,21,61873500.0,30.0,27,6.0,2023-12-25 17:45:00
44782,2023-11-16,3,0,21,86366000.0,30.0,19,9.0,2023-12-25 17:45:00
44808,2023-11-16,3,0,21,175766000.0,40.0,2,9.0,2023-12-25 17:45:00
46211,2023-11-16,3,1,21,61873500.0,30.0,27,6.0,2023-12-25 17:45:00
21328,2023-11-15,18,0,13,179946000.0,2.0,15,9.0,2023-12-26 01:50:00
21335,2023-11-15,18,0,13,181140000.0,2.0,15,9.0,2023-12-26 01:50:00
21353,2023-11-15,18,0,13,243008000.0,2.0,15,9.0,2023-12-26 01:50:00
21371,2023-11-15,18,0,13,252517935.0,2.0,15,9.0,2023-12-26 01:50:00
21376,2023-11-15,18,0,13,254152595.0,2.0,15,9.0,2023-12-26 01:50:00
21392,2023-11-15,18,0,13,340463975.0,2.0,15,9.0,2023-12-26 01:50:00
21475,2023-11-15,18,0,13,111545270.0,23.0,13,4.0,2023-12-26 01:50:00
45349,2023-11-16,3,0,13,179962000.0,2.0,15,9.0,2023-12-26 01:50:00
45354,2023-11-16,3,0,13,181156000.0,2.0,15,9.0,2023-12-26 01:50:00
45369,2023-11-16,3,0,13,243024000.0,2.0,15,9.0,2023-12-26 01:50:00
21186,2023-11-15,18,0,16,62388000.0,0.0,22,9.0,2023-12-26 04:15:00
21209,2023-11-15,18,0,16,64799360.0,0.0,22,9.0,2023-12-26 04:15:00
21216,2023-11-15,18,0,16,70644000.0,20.0,22,9.0,2023-12-26 04:15:00
21240,2023-11-15,18,0,16,72988940.0,20.0,22,9.0,2023-12-26 04:15:00
23075,2023-11-15,18,1,16,61880000.0,20.0,27,9.0,2023-12-26 04:15:00
31796,2023-11-15,20,0,16,62388000.0,0.0,22,9.0,2023-12-26 04:15:00
31799,2023-11-15,20,0,16,70644000.0,20.0,22,9.0,2023-12-26 04:15:00
32564,2023-11-15,20,1,16,61880000.0,20.0,27,9.0,2023-12-26 04:15:00
45257,2023-11-16,3,0,16,62904000.0,0.0,22,9.0,2023-12-26 04:15:00
45279,2023-11-16,3,0,16,71160000.0,20.0,22,9.0,2023-12-26 04:15:00
46544,2023-11-16,3,1,16,61880000.0,20.0,27,9.0,2023-12-26 04:15:00
21729,2023-11-15,18,0,1,81301000.0,0.0,23,9.0,2023-12-26 04:45:00
21770,2023-11-15,18,0,1,95111000.0,0.0,23,9.0,2023-12-26 04:45:00
21788,2023-11-15,18,0,1,95295000.0,0.0,23,9.0,2023-12-26 04:45:00
21802,2023-11-15,18,0,1,95437210.0,0.0,23,9.0,2023-12-26 04:45:00
21834,2023-11-15,18,0,1,103513570.0,20.0,23,9.0,2023-12-26 04:45:00
21869,2023-11-15,18,0,1,114327560.0,0.0,23,9.0,2023-12-26 04:45:00
21883,2023-11-15,18,0,1,114579715.0,0.0,23,9.0,2023-12-26 04:45:00
21917,2023-11-15,18,0,1,122403920.0,20.0,23,9.0,2023-12-26 04:45:00
21931,2023-11-15,18,0,1,122656075.0,20.0,23,9.0,2023-12-26 04:45:00
21966,2023-11-15,18,0,1,197410690.0,0.0,24,9.0,2023-12-26 04:45:00
21993,2023-11-15,18,0,1,200110580.0,0.0,23,9.0,2023-12-26 04:45:00
22027,2023-11-15,18,0,1,205505920.0,20.0,24,9.0,2023-12-26 04:45:00
22054,2023-11-15,18,0,1,208205810.0,20.0,23,9.0,2023-12-26 04:45:00
22096,2023-11-15,18,0,1,216301040.0,0.0,23,9.0,2023-12-26 04:45:00
22110,2023-11-15,18,0,1,216553195.0,0.0,23,9.0,2023-12-26 04:45:00
22148,2023-11-15,18,0,1,224396270.0,20.0,23,9.0,2023-12-26 04:45:00
22162,2023-11-15,18,0,1,224648425.0,20.0,23,9.0,2023-12-26 04:45:00
22193,2023-11-15,18,0,1,232491500.0,0.0,23,9.0,2023-12-26 04:45:00
22220,2023-11-15,18,0,1,240421525.0,0.0,23,9.0,2023-12-26 04:45:00
22232,2023-11-15,18,0,1,240567860.0,20.0,23,9.0,2023-12-26 04:45:00
22248,2023-11-15,18,0,1,248516755.0,20.0,23,9.0,2023-12-26 04:45:00
45599,2023-11-16,3,0,1,81317000.0,0.0,23,9.0,2023-12-26 04:45:00
45628,2023-11-16,3,0,1,95129000.0,0.0,23,9.0,2023-12-26 04:45:00
45640,2023-11-16,3,0,1,95315000.0,0.0,23,9.0,2023-12-26 04:45:00
21437,2023-11-15,18,0,16,62388000.0,0.0,23,9.0,2023-12-26 06:30:00
21439,2023-11-15,18,0,16,64494850.0,0.0,23,9.0,2023-12-26 06:30:00
21443,2023-11-15,18,0,16,70644000.0,20.0,23,9.0,2023-12-26 06:30:00
21445,2023-11-15,18,0,16,72684430.0,20.0,23,9.0,2023-12-26 06:30:00
23109,2023-11-15,18,1,16,61880000.0,20.0,27,9.0,2023-12-26 06:30:00
31880,2023-11-15,20,0,16,62388000.0,0.0,23,9.0,2023-12-26 06:30:00
31881,2023-11-15,20,0,16,70644000.0,20.0,23,9.0,2023-12-26 06:30:00
32581,2023-11-15,20,1,16,61880000.0,20.0,27,9.0,2023-12-26 06:30:00
45413,2023-11-16,3,0,16,62904000.0,0.0,23,9.0,2023-12-26 06:30:00
45417,2023-11-16,3,0,16,71160000.0,20.0,23,9.0,2023-12-26 06:30:00
46575,2023-11-16,3,1,16,61880000.0,20.0,27,9.0,2023-12-26 06:30:00
20421,2023-11-15,18,0,21,99366000.0,30.0,8,9.0,2023-12-26 06:40:00
20434,2023-11-15,18,0,21,175766000.0,40.0,2,9.0,2023-12-26 06:40:00
22707,2023-11-15,18,1,21,78055800.0,30.0,27,6.0,2023-12-26 06:40:00
32455,2023-11-15,20,1,21,78055800.0,30.0,27,6.0,2023-12-26 06:40:00
44743,2023-11-16,3,0,21,99366000.0,30.0,8,9.0,2023-12-26 06:40:00
44758,2023-11-16,3,0,21,175766000.0,40.0,2,9.0,2023-12-26 06:40:00
46182,2023-11-16,3,1,21,78055800.0,30.0,27,6.0,2023-12-26 06:40:00
20513,2023-11-15,18,0,21,86366000.0,30.0,19,9.0,2023-12-26 08:50:00
20545,2023-11-15,18,0,21,175766000.0,40.0,2,9.0,2023-12-26 08:50:00
22776,2023-11-15,18,1,21,78055800.0,30.0,27,6.0,2023-12-26 08:50:00
32486,2023-11-15,20,1,21,78055800.0,30.0,27,6.0,2023-12-26 08:50:00
44828,2023-11-16,3,0,21,86366000.0,30.0,19,9.0,2023-12-26 08:50:00
44855,2023-11-16,3,0,21,175766000.0,40.0,2,9.0,2023-12-26 08:50:00
46245,2023-11-16,3,1,21,78055800.0,30.0,27,6.0,2023-12-26 08:50:00
22618,2023-11-15,18,0,2,70980720.0,30.0,27,7.0,2023-12-26 11:45:00
22625,2023-11-15,18,0,2,89879780.0,40.0,2,5.0,2023-12-26 11:45:00
32410,2023-11-15,20,0,2,70980720.0,30.0,27,7.0,2023-12-26 11:45:00
32414,2023-11-15,20,0,2,89879780.0,40.0,2,5.0,2023-12-26 11:45:00
46111,2023-11-16,3,0,2,70980720.0,30.0,27,7.0,2023-12-26 11:45:00
46118,2023-11-16,3,0,2,89879780.0,40.0,2,5.0,2023-12-26 11:45:00
21409,2023-11-15,18,0,15,239553690.0,30.0,22,4.0,2023-12-26 11:55:00
21493,2023-11-15,18,0,15,96680000.0,0.0,14,43.0,2023-12-26 11:55:00
21501,2023-11-15,18,0,15,100580000.0,20.0,5,43.0,2023-12-26 11:55:00
21515,2023-11-15,18,0,15,108380000.0,30.0,7,43.0,2023-12-26 11:55:00
21532,2023-11-15,18,0,15,120080000.0,40.0,6,43.0,2023-12-26 11:55:00
31909,2023-11-15,20,0,15,101064250.14,0.0,14,43.0,2023-12-26 11:55:00
31911,2023-11-15,20,0,15,105141242.4,20.0,5,43.0,2023-12-26 11:55:00
31919,2023-11-15,20,0,15,113293806.86,30.0,7,43.0,2023-12-26 11:55:00
31927,2023-11-15,20,0,15,125524783.64,40.0,6,43.0,2023-12-26 11:55:00
45441,2023-11-16,3,0,15,96680000.0,0.0,14,43.0,2023-12-26 11:55:00
45449,2023-11-16,3,0,15,100580000.0,20.0,5,43.0,2023-12-26 11:55:00
45461,2023-11-16,3,0,15,108380000.0,30.0,7,43.0,2023-12-26 11:55:00
45477,2023-11-16,3,0,15,120080000.0,40.0,6,43.0,2023-12-26 11:55:00
20461,2023-11-15,18,0,21,86366000.0,30.0,19,9.0,2023-12-26 17:45:00
20494,2023-11-15,18,0,21,208266000.0,40.0,10,9.0,2023-12-26 17:45:00
22734,2023-11-15,18,1,21,61873500.0,30.0,27,1.0,2023-12-26 17:45:00
32468,2023-11-15,20,1,21,61873500.0,30.0,27,1.0,2023-12-26 17:45:00
44783,2023-11-16,3,0,21,86366000.0,30.0,19,9.0,2023-12-26 17:45:00
44811,2023-11-16,3,0,21,208266000.0,40.0,10,9.0,2023-12-26 17:45:00
46203,2023-11-16,3,1,21,61873500.0,30.0,27,1.0,2023-12-26 17:45:00
21006,2023-11-15,18,0,18,164135970.0,25.0,16,9.0,2023-12-26 22:45:00
21043,2023-11-15,18,0,18,165527970.0,25.0,16,9.0,2023-12-26 22:45:00
21075,2023-11-15,18,0,18,244160190.0,25.0,16,9.0,2023-12-26 22:45:00
21107,2023-11-15,18,0,18,246064580.0,25.0,16,9.0,2023-12-26 22:45:00
45152,2023-11-16,3,0,18,164148970.0,25.0,16,9.0,2023-12-26 22:45:00
45178,2023-11-16,3,0,18,165540970.0,25.0,16,9.0,2023-12-26 22:45:00
5514,2023-11-15,14,0,13,179946000.0,2.0,15,9.0,2023-12-27 01:50:00
5516,2023-11-15,14,0,13,181140000.0,2.0,15,9.0,2023-12-27 01:50:00
5532,2023-11-15,14,0,13,243008000.0,2.0,15,9.0,2023-12-27 01:50:00
5551,2023-11-15,14,0,13,252517935.0,2.0,15,9.0,2023-12-27 01:50:00
5552,2023-11-15,14,0,13,254152595.0,2.0,15,9.0,2023-12-27 01:50:00
5567,2023-11-15,14,0,13,340463975.0,2.0,15,9.0,2023-12-27 01:50:00
5650,2023-11-15,14,0,13,111545270.0,23.0,13,4.0,2023-12-27 01:50:00
21329,2023-11-15,18,0,13,179946000.0,2.0,15,9.0,2023-12-27 01:50:00
21336,2023-11-15,18,0,13,181140000.0,2.0,15,9.0,2023-12-27 01:50:00
21354,2023-11-15,18,0,13,243008000.0,2.0,15,9.0,2023-12-27 01:50:00
21372,2023-11-15,18,0,13,252517935.0,2.0,15,9.0,2023-12-27 01:50:00
21377,2023-11-15,18,0,13,254152595.0,2.0,15,9.0,2023-12-27 01:50:00
21393,2023-11-15,18,0,13,340463975.0,2.0,15,9.0,2023-12-27 01:50:00
21476,2023-11-15,18,0,13,111545270.0,23.0,13,4.0,2023-12-27 01:50:00
23729,2023-11-15,18,0,13,179946000.0,2.0,15,9.0,2023-12-27 01:50:00
23732,2023-11-15,18,0,13,181140000.0,2.0,15,9.0,2023-12-27 01:50:00
23739,2023-11-15,18,0,13,243008000.0,2.0,15,9.0,2023-12-27 01:50:00
23751,2023-11-15,18,0,13,252517935.0,2.0,15,9.0,2023-12-27 01:50:00
23753,2023-11-15,18,0,13,254152595.0,2.0,15,9.0,2023-12-27 01:50:00
23759,2023-11-15,18,0,13,340463975.0,2.0,15,9.0,2023-12-27 01:50:00
23797,2023-11-15,18,0,13,111545270.0,23.0,13,4.0,2023-12-27 01:50:00
31842,2023-11-15,20,0,13,179946000.0,2.0,15,9.0,2023-12-27 01:50:00
31844,2023-11-15,20,0,13,181140000.0,2.0,15,9.0,2023-12-27 01:50:00
31849,2023-11-15,20,0,13,243008000.0,2.0,15,9.0,2023-12-27 01:50:00
31858,2023-11-15,20,0,13,252517935.0,2.0,15,9.0,2023-12-27 01:50:00
31859,2023-11-15,20,0,13,254152595.0,2.0,15,9.0,2023-12-27 01:50:00
31862,2023-11-15,20,0,13,340463975.0,2.0,15,9.0,2023-12-27 01:50:00
31892,2023-11-15,20,0,13,111545270.0,23.0,13,4.0,2023-12-27 01:50:00
51561,2023-11-16,5,0,13,179962000.0,2.0,15,9.0,2023-12-27 01:50:00
51568,2023-11-16,5,0,13,181156000.0,2.0,15,9.0,2023-12-27 01:50:00
51588,2023-11-16,5,0,13,243024000.0,2.0,15,9.0,2023-12-27 01:50:00
51605,2023-11-16,5,0,13,252801170.0,2.0,15,9.0,2023-12-27 01:50:00
51610,2023-11-16,5,0,13,254438050.0,2.0,15,9.0,2023-12-27 01:50:00
51623,2023-11-16,5,0,13,340900390.0,2.0,15,9.0,2023-12-27 01:50:00
51699,2023-11-16,5,0,13,111610205.0,23.0,13,4.0,2023-12-27 01:50:00
6580,2023-11-15,14,0,20,150100000.0,15.0,4,9.0,2023-12-27 02:15:00
6595,2023-11-15,14,0,20,191822950.0,15.0,4,9.0,2023-12-27 02:15:00
22425,2023-11-15,18,0,20,150100000.0,15.0,4,9.0,2023-12-27 02:15:00
22440,2023-11-15,18,0,20,191822950.0,15.0,4,9.0,2023-12-27 02:15:00
24424,2023-11-15,18,0,20,150100000.0,15.0,4,9.0,2023-12-27 02:15:00
24430,2023-11-15,18,0,20,191822950.0,15.0,4,9.0,2023-12-27 02:15:00
32318,2023-11-15,20,0,20,150100000.0,15.0,4,9.0,2023-12-27 02:15:00
32324,2023-11-15,20,0,20,191822950.0,15.0,4,9.0,2023-12-27 02:15:00
5851,2023-11-15,14,0,1,77020000.0,0.0,13,9.0,2023-12-27 03:00:00
5853,2023-11-15,14,0,1,89830600.0,0.0,13,9.0,2023-12-27 03:00:00
5855,2023-11-15,14,0,1,97925830.0,20.0,13,9.0,2023-12-27 03:00:00
21696,2023-11-15,18,0,1,77020000.0,0.0,13,9.0,2023-12-27 03:00:00
21700,2023-11-15,18,0,1,89830600.0,0.0,13,9.0,2023-12-27 03:00:00
21704,2023-11-15,18,0,1,97925830.0,20.0,13,9.0,2023-12-27 03:00:00
23933,2023-11-15,18,0,1,77020000.0,0.0,13,9.0,2023-12-27 03:00:00
23934,2023-11-15,18,0,1,89830600.0,0.0,13,9.0,2023-12-27 03:00:00
23935,2023-11-15,18,0,1,97925830.0,20.0,13,9.0,2023-12-27 03:00:00
31982,2023-11-15,20,0,1,77020000.0,0.0,13,9.0,2023-12-27 03:00:00
31983,2023-11-15,20,0,1,89830600.0,0.0,13,9.0,2023-12-27 03:00:00
31984,2023-11-15,20,0,1,97925830.0,20.0,13,9.0,2023-12-27 03:00:00
51918,2023-11-16,5,0,1,77033000.0,0.0,13,9.0,2023-12-27 03:00:00
51921,2023-11-16,5,0,1,89964725.0,0.0,13,9.0,2023-12-27 03:00:00
51924,2023-11-16,5,0,1,98078825.0,20.0,13,9.0,2023-12-27 03:00:00
343,2023-11-15,13,0,16,48456000.0,0.0,8,9.0,2023-12-27 03:35:00
361,2023-11-15,13,0,16,58260000.0,20.0,8,9.0,2023-12-27 03:35:00
402,2023-11-15,13,0,16,73224000.0,0.0,8,9.0,2023-12-27 03:35:00
414,2023-11-15,13,0,16,83028000.0,20.0,8,9.0,2023-12-27 03:35:00
4772,2023-11-15,14,0,16,48456000.0,0.0,8,9.0,2023-12-27 03:35:00
4779,2023-11-15,14,0,16,49828790.0,0.0,8,9.0,2023-12-27 03:35:00
4790,2023-11-15,14,0,16,58260000.0,20.0,8,9.0,2023-12-27 03:35:00
4801,2023-11-15,14,0,16,59660060.0,20.0,8,9.0,2023-12-27 03:35:00
4826,2023-11-15,14,0,16,73224000.0,0.0,8,9.0,2023-12-27 03:35:00
4828,2023-11-15,14,0,16,76926110.0,0.0,8,9.0,2023-12-27 03:35:00
4836,2023-11-15,14,0,16,83028000.0,20.0,8,9.0,2023-12-27 03:35:00
4838,2023-11-15,14,0,16,86757380.0,20.0,8,9.0,2023-12-27 03:35:00
20575,2023-11-15,18,0,16,48456000.0,0.0,8,9.0,2023-12-27 03:35:00
20581,2023-11-15,18,0,16,49828790.0,0.0,8,9.0,2023-12-27 03:35:00
20592,2023-11-15,18,0,16,58260000.0,20.0,8,9.0,2023-12-27 03:35:00
20602,2023-11-15,18,0,16,59660060.0,20.0,8,9.0,2023-12-27 03:35:00
20626,2023-11-15,18,0,16,73224000.0,0.0,8,9.0,2023-12-27 03:35:00
20628,2023-11-15,18,0,16,76926110.0,0.0,8,9.0,2023-12-27 03:35:00
20638,2023-11-15,18,0,16,83028000.0,20.0,8,9.0,2023-12-27 03:35:00
20640,2023-11-15,18,0,16,86757380.0,20.0,8,9.0,2023-12-27 03:35:00
23297,2023-11-15,18,0,16,48456000.0,0.0,8,9.0,2023-12-27 03:35:00
23302,2023-11-15,18,0,16,49828790.0,0.0,8,9.0,2023-12-27 03:35:00
23311,2023-11-15,18,0,16,58260000.0,20.0,8,9.0,2023-12-27 03:35:00
23317,2023-11-15,18,0,16,59660060.0,20.0,8,9.0,2023-12-27 03:35:00
23336,2023-11-15,18,0,16,73224000.0,0.0,8,9.0,2023-12-27 03:35:00
23337,2023-11-15,18,0,16,76926110.0,0.0,8,9.0,2023-12-27 03:35:00
23342,2023-11-15,18,0,16,83028000.0,20.0,8,9.0,2023-12-27 03:35:00
23343,2023-11-15,18,0,16,86757380.0,20.0,8,9.0,2023-12-27 03:35:00
31510,2023-11-15,20,0,16,48456000.0,0.0,8,9.0,2023-12-27 03:35:00
31514,2023-11-15,20,0,16,49828790.0,0.0,8,9.0,2023-12-27 03:35:00
31522,2023-11-15,20,0,16,58260000.0,20.0,8,9.0,2023-12-27 03:35:00
31529,2023-11-15,20,0,16,59660060.0,20.0,8,9.0,2023-12-27 03:35:00
31542,2023-11-15,20,0,16,73224000.0,0.0,8,9.0,2023-12-27 03:35:00
31543,2023-11-15,20,0,16,76926110.0,0.0,8,9.0,2023-12-27 03:35:00
31544,2023-11-15,20,0,16,83028000.0,20.0,8,9.0,2023-12-27 03:35:00
31545,2023-11-15,20,0,16,86757380.0,20.0,8,9.0,2023-12-27 03:35:00
44881,2023-11-16,3,0,16,48972000.0,0.0,8,9.0,2023-12-27 03:35:00
44892,2023-11-16,3,0,16,58776000.0,20.0,8,9.0,2023-12-27 03:35:00
44919,2023-11-16,3,0,16,73740000.0,0.0,8,9.0,2023-12-27 03:35:00
44927,2023-11-16,3,0,16,83544000.0,20.0,8,9.0,2023-12-27 03:35:00
50803,2023-11-16,5,0,16,48972000.0,0.0,8,9.0,2023-12-27 03:35:00
50808,2023-11-16,5,0,16,50488130.0,0.0,8,9.0,2023-12-27 03:35:00
50817,2023-11-16,5,0,16,58776000.0,20.0,8,9.0,2023-12-27 03:35:00
50823,2023-11-16,5,0,16,60451490.0,20.0,8,9.0,2023-12-27 03:35:00
50840,2023-11-16,5,0,16,68580000.0,0.0,8,9.0,2023-12-27 03:35:00
50847,2023-11-16,5,0,16,71886710.0,0.0,8,9.0,2023-12-27 03:35:00
50853,2023-11-16,5,0,16,73740000.0,0.0,8,9.0,2023-12-27 03:35:00
50858,2023-11-16,5,0,16,77396750.0,0.0,8,9.0,2023-12-27 03:35:00
50859,2023-11-16,5,0,16,78384000.0,20.0,8,9.0,2023-12-27 03:35:00
50866,2023-11-16,5,0,16,81850070.0,20.0,8,9.0,2023-12-27 03:35:00
50871,2023-11-16,5,0,16,83544000.0,20.0,8,9.0,2023-12-27 03:35:00
50875,2023-11-16,5,0,16,87360110.0,20.0,8,9.0,2023-12-27 03:35:00
50878,2023-11-16,5,0,16,91800000.0,0.0,8,9.0,2023-12-27 03:35:00
50880,2023-11-16,5,0,16,96964940.0,0.0,8,9.0,2023-12-27 03:35:00
50881,2023-11-16,5,0,16,101604000.0,20.0,8,9.0,2023-12-27 03:35:00
50883,2023-11-16,5,0,16,106928300.0,20.0,8,9.0,2023-12-27 03:35:00
1002,2023-11-15,13,0,16,71676000.0,0.0,22,9.0,2023-12-27 04:15:00
1021,2023-11-15,13,0,16,79932000.0,20.0,22,9.0,2023-12-27 04:15:00
2873,2023-11-15,13,1,16,66640000.0,20.0,27,9.0,2023-12-27 04:15:00
5416,2023-11-15,14,0,16,72192000.0,0.0,22,9.0,2023-12-27 04:15:00
5432,2023-11-15,14,0,16,74989160.0,0.0,22,9.0,2023-12-27 04:15:00
5433,2023-11-15,14,0,16,80448000.0,20.0,22,9.0,2023-12-27 04:15:00
5434,2023-11-15,14,0,16,83178740.0,20.0,22,9.0,2023-12-27 04:15:00
7247,2023-11-15,14,1,16,66640000.0,20.0,27,9.0,2023-12-27 04:15:00
21241,2023-11-15,18,0,16,73740000.0,0.0,22,9.0,2023-12-27 04:15:00
21244,2023-11-15,18,0,16,76272320.0,0.0,22,9.0,2023-12-27 04:15:00
21247,2023-11-15,18,0,16,81996000.0,20.0,22,9.0,2023-12-27 04:15:00
21250,2023-11-15,18,0,16,84461900.0,20.0,22,9.0,2023-12-27 04:15:00
23080,2023-11-15,18,1,16,66640000.0,20.0,27,9.0,2023-12-27 04:15:00
